show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s190,Movie,The Intruder 2,François Truffaut,"Cate Blanchett, Tom Hanks, Jun Ji-hyun",France,"December 26, 2019",1993,R,118 min,"Action & Adventure, International Movies","In the heart of a remote island, a single father uncovers a dangerous secret that pulls them into a world of crime. A critically acclaimed tale of love and survival."
s191,Movie,Shifting Tides,Steven Soderbergh,"Robert De Niro, Morgan Freeman, Riz Ahmed",Nigeria,"December 6, 2021",1997,G,118 min,"Sci-Fi & Fantasy, Action & Adventure","Told across sweeping landscapes of the Arctic, this thought-provoking saga tracks a detective through loss, redemption, and an unexpected battle for survival."
s192,Movie,Silent Witness,Wes Anderson,"Zazie Beetz, Denzel Washington, Anthony Mackie",India,"May 22, 2020",2012,NR,79 min,"Documentaries, International Movies","After a mysterious disappearance, a surgeon in futuristic Mumbai is forced to confront an unstoppable force and risk everything for the truth. A darkly comic exploration of betrayal."
s193,Movie,Broken Compass,Quentin Tarantino,"John David Washington, Natalie Portman, Deepika Padukone",Mexico,"October 7, 2021",2020,NR,141 min,Stand-Up Comedy,"When a devastating loss shakes the foundations of their life, a young woman in Tokyo discovers that everything goes wrong. A visually stunning journey of revenge and sanity."
s194,Movie,Crimson Tide Rising,Pedro Almodóvar,"Samuel L. Jackson, Ryan Gosling, Anthony Mackie",United Kingdom,"June 27, 2021",2022,R,127 min,"Horror Movies, Thrillers","In the heart of futuristic Mumbai, a former soldier uncovers a dangerous secret that pulls them into a world of crime. A gripping tale of betrayal and survival."
s195,Movie,Vanishing Act,Yorgos Lanthimos,"Jennifer Lawrence, Leonardo DiCaprio, Viola Davis",United Kingdom,"December 18, 2022",2017,G,152 min,"Comedies, Romantic Movies","After a devastating loss, a former soldier in war-torn Beirut is forced to confront a dangerous enemy and risk everything for their family. A heart-wrenching exploration of survival."
s196,Movie,The Long Road Uncut,David Fincher,"Amitabh Bachchan, Denzel Washington, Oscar Isaac",Turkey,"July 1, 2022",1997,G,138 min,"Sports Movies, Dramas","In the heart of war-torn Beirut, a scientist uncovers a dangerous secret that pulls them into a world of supernatural mystery. A emotionally charged tale of betrayal and identity."
s197,Movie,Snowfall,Kelly Reichardt,"Deepika Padukone, Saoirse Ronan, Tom Hanks",Canada,"April 18, 2018",2015,PG-13,139 min,"LGBTQ Movies, Dramas","In the heart of Los Angeles, a former soldier uncovers a dangerous secret that pulls them into a world of political intrigue. A gripping tale of loyalty and revenge."
s198,Movie,Neon Dreams,Steven Soderbergh,"Samuel L. Jackson, Charlize Theron, Julianne Moore",Brazil,"November 14, 2023",2022,PG,88 min,"Faith & Spirituality, Dramas","Set against the vivid backdrop of Tokyo, this thought-provoking drama follows a grieving mother grappling with betrayal and an unrelenting search for freedom."
s199,Movie,Night Owl 2,Akira Kurosawa,"John David Washington, Jennifer Lawrence, Dev Patel",Brazil,"June 11, 2018",2005,PG-13,82 min,"Classic Movies, Dramas",A exiled prince navigates the dangerous underbelly of small-town America in this pulse-pounding thriller where betrayal strikes from within and survival demands everything.
s200,Movie,Free Fall Reborn,David Lynch,"Oscar Isaac, Gong Yoo, Lupita Nyong'o",Germany,"November 24, 2020",2007,PG,116 min,"LGBTQ Movies, Dramas",A scientist navigates the dangerous underbelly of rural France in this heart-wrenching thriller where betrayal strikes from within and survival demands everything.
s201,Movie,The Long Silence : Rising,David Fincher,"Steven Yeun, Joaquin Phoenix, Awkwafina",Turkey,"January 3, 2023",2022,G,150 min,"LGBTQ Movies, Dramas","When an unexpected reunion shakes the foundations of their life, a teacher in rural France discovers that the stakes become personal. A visually stunning journey of revenge and resilience."
s202,Movie,Edge of Tomorrow Uncut,Darren Aronofsky,"Morgan Freeman, Lee Byung-hun, Anthony Mackie",India,"July 3, 2019",2022,NR,71 min,"Anime Features, Action & Adventure","After a shocking murder, a former soldier in rural France is forced to confront a corrupt official and risk everything for justice. A pulse-pounding exploration of justice."
s203,Movie,Last Breath,Park Chan-wook,"Leonardo DiCaprio, Deepika Padukone, Ryan Gosling",United Kingdom,"January 8, 2022",2003,PG-13,136 min,"Crime Movies, Thrillers","When a sudden revelation shakes the foundations of their life, a surgeon in war-torn Beirut discovers that old enemies resurface. A emotionally charged journey of redemption and resilience."
s204,Movie,Point of No Return,Wong Kar-wai,"Gemma Chan, Tom Hanks, Anthony Mackie",Turkey,"July 9, 2018",2023,PG-13,121 min,Documentaries,A teacher navigates the dangerous underbelly of rural France in this critically acclaimed thriller where betrayal strikes from within and survival demands everything.
s205,Movie,Fire and Ash,Wong Kar-wai,"Daniel Kaluuya, Emma Stone, Riz Ahmed",India,"February 27, 2022",2004,PG-13,123 min,"Thrillers, International Movies","A gripping story set in 1970s New York, following a grieving mother whose life is upended by a mysterious disappearance. When loyalties are tested, they must find the strength to fight for freedom."
s206,Movie,The Mole Uncut,Werner Herzog,"Priyanka Chopra, Meryl Streep, Park Bo-gum",Australia,"March 19, 2017",2000,PG,103 min,"Sci-Fi & Fantasy, Thrillers","When an unexpected reunion shakes the foundations of their life, a grieving mother in war-torn Beirut discovers that old enemies resurface. A heart-wrenching journey of survival and faith."
s207,Movie,Double Cross,Kelly Reichardt,"Aamir Khan, Jennifer Lawrence, Zendaya",Mexico,"October 5, 2023",2001,NR,149 min,"Faith & Spirituality, Dramas","Told across sweeping landscapes of modern Seoul, this darkly comic saga tracks a scientist through loss, revenge, and an unexpected battle for redemption."
s208,Movie,Storm Chaser Unleashed,Ingmar Bergman,"Lee Byung-hun, Charlize Theron, Viola Davis",Germany,"October 5, 2017",2001,TV-MA,130 min,"Sci-Fi & Fantasy, Thrillers","Told across sweeping landscapes of small-town America, this gripping saga tracks a former soldier through loss, revenge, and an unexpected battle for their family."
s209,Movie,Thin Ice,Paul Thomas Anderson,"Viola Davis, Michael Fassbender, Gemma Chan",Turkey,"July 16, 2019",1996,PG,124 min,"LGBTQ Movies, Dramas",A journalist navigates the dangerous underbelly of war-torn Beirut in this critically acclaimed thriller where loyalties are tested and survival demands everything.
s210,Movie,The Reckoning,Pedro Almodóvar,"Riz Ahmed, Joaquin Phoenix, Awkwafina",Spain,"December 7, 2023",2010,PG-13,122 min,"Faith & Spirituality, Dramas","When a devastating loss shakes the foundations of their life, a rogue agent in small-town America discovers that loyalties are tested. A emotionally charged journey of revenge and sanity."
s211,Movie,The Final Cut III,Lynne Ramsay,"Idris Elba, John David Washington, Amitabh Bachchan",India,"August 18, 2019",2009,PG-13,143 min,"Horror Movies, Thrillers","Set against the vivid backdrop of futuristic Mumbai, this darkly comic drama follows a young woman grappling with love and an unrelenting search for justice."
s212,Movie,Fractured,David Fincher,"Park Bo-gum, Chris Pratt, Margot Robbie",Mexico,"July 20, 2017",1994,PG,103 min,"Thrillers, International Movies","In the heart of war-torn Beirut, a surgeon uncovers a dangerous secret that pulls them into a world of political intrigue. A gripping tale of redemption and justice."
s213,Movie,Cracked Mirror 2,Chloe Zhao,"Deepika Padukone, Tom Hanks, Morgan Freeman",United Kingdom,"October 2, 2021",2023,PG,159 min,"Sci-Fi & Fantasy, Action & Adventure","A visually stunning story set in 1970s New York, following a con artist whose life is upended by an unexpected reunion. When betrayal strikes from within, they must find the strength to fight for survival."
s214,Movie,Starfall : Rising,Park Chan-wook,"Margot Robbie, Ali Wong, Tom Hanks",France,"May 18, 2022",2012,PG-13,114 min,"Children & Family Movies, Comedies","After a catastrophic accident, a journalist in futuristic Mumbai is forced to confront an unstoppable force and risk everything for redemption. A heart-wrenching exploration of betrayal."
s215,Movie,Long Shot Uncut,Ava DuVernay,"Daniel Kaluuya, Charlize Theron, Joaquin Phoenix",United Kingdom,"August 23, 2020",2020,PG-13,101 min,"Horror Movies, International Movies","In the heart of modern Seoul, a rebel leader uncovers a dangerous secret that pulls them into a world of political intrigue. A critically acclaimed tale of love and revenge."
s216,Movie,Loose Ends,Quentin Tarantino,"Emma Stone, Ali Wong, Amy Adams",India,"February 10, 2020",2011,TV-MA,79 min,"Classic Movies, Comedies","Told across sweeping landscapes of modern Seoul, this thought-provoking saga tracks a rebel leader through loss, survival, and an unexpected battle for freedom."
s217,Movie,Silver Lining Reborn,Mike Leigh,"Tom Hanks, Lee Byung-hun, Awkwafina",United States,"October 8, 2019",1999,G,83 min,"Music & Musicals, Dramas","Told across sweeping landscapes of small-town America, this visually stunning saga tracks a rogue agent through loss, justice, and an unexpected battle for their family."
s218,Movie,Code Red,Quentin Tarantino,"Margot Robbie, Aamir Khan, Gong Yoo",India,"March 19, 2017",2023,R,124 min,"Anime Features, Action & Adventure","After a shocking murder, a scientist in futuristic Mumbai is forced to confront a shadowy organization and risk everything for redemption. A thought-provoking exploration of love."
s219,Movie,Unfinished Business,Wong Kar-wai,"Dev Patel, Jennifer Lawrence, Saoirse Ronan",India,"October 12, 2023",2006,TV-MA,93 min,"Music & Musicals, Dramas","When a devastating loss shakes the foundations of their life, a journalist in modern Seoul discovers that everything goes wrong. A darkly comic journey of love and faith."
s220,Movie,Heat Wave,Steven Spielberg,"Samuel L. Jackson, Tilda Swinton, Jun Ji-hyun",India,"April 22, 2023",1996,PG,104 min,"Music & Musicals, Dramas","Told across sweeping landscapes of Tokyo, this pulse-pounding saga tracks a con artist through loss, revenge, and an unexpected battle for survival."
s221,Movie,The Undertow,Steven Soderbergh,"Daniel Kaluuya, Priyanka Chopra, Brad Pitt",Germany,"May 16, 2019",1993,G,120 min,"Classic Movies, Comedies","In the heart of war-torn Beirut, a rogue agent uncovers a dangerous secret that pulls them into a world of corporate greed. A visually stunning tale of love and identity."
s222,Movie,The Verdict Reborn,Lynne Ramsay,"John David Washington, Viola Davis, Chris Pratt",Mexico,"October 19, 2022",2001,PG-13,106 min,"Classic Movies, Dramas","In the heart of rural France, a teacher uncovers a dangerous secret that pulls them into a world of crime. A pulse-pounding tale of love and revenge."
s223,Movie,River Deep Returns,Ryan Coogler,"John David Washington, Gong Yoo, Saoirse Ronan",Australia,"April 11, 2019",2010,PG-13,153 min,"Faith & Spirituality, Dramas",A surgeon navigates the dangerous underbelly of a remote island in this darkly comic thriller where betrayal strikes from within and survival demands everything.
s224,Movie,Borrowed Time,Wong Kar-wai,"Steven Yeun, Cate Blanchett, Meryl Streep",Italy,"December 23, 2017",2003,R,91 min,"Horror Movies, International Movies",A surgeon navigates the dangerous underbelly of Los Angeles in this heart-wrenching thriller where the stakes become personal and survival demands everything.
s225,Movie,Cracked Mirror,Lars von Trier,"Oscar Isaac, Ryan Gosling, Daniel Kaluuya",Germany,"August 10, 2022",1998,TV-MA,86 min,"LGBTQ Movies, Dramas","Set against the vivid backdrop of war-torn Beirut, this thought-provoking drama follows a rookie cop grappling with redemption and an unrelenting search for survival."
s226,Movie,Code Red,Bong Joon-ho,"John David Washington, Lupita Nyong'o, Saoirse Ronan",Spain,"November 17, 2022",2009,R,114 min,"Sci-Fi & Fantasy, Action & Adventure","Told across sweeping landscapes of war-torn Beirut, this gripping saga tracks a former soldier through loss, loyalty, and an unexpected battle for justice."
s227,Movie,Last Stand Unleashed,Francis Ford Coppola,"Samuel L. Jackson, Adam Driver, Steven Yeun",Spain,"May 16, 2017",2017,TV-MA,107 min,"Horror Movies, International Movies","Told across sweeping landscapes of rural France, this darkly comic saga tracks a young woman through loss, revenge, and an unexpected battle for freedom."
s228,Movie,Lost Signal Returns,Alfonso Cuarón,"Denzel Washington, Julianne Moore, Robert De Niro",France,"October 26, 2023",2007,NR,106 min,"Horror Movies, Thrillers","A thought-provoking story set in a remote island, following a rebel leader whose life is upended by a mysterious disappearance. When everything goes wrong, they must find the strength to fight for justice."
s229,Movie,The Aftermath : Rising,Bong Joon-ho,"Tilda Swinton, Tom Hanks, Ana de Armas",South Korea,"February 6, 2019",2007,NR,86 min,"Independent Movies, Dramas","After a sudden revelation, a journalist in war-torn Beirut is forced to confront a ruthless crime lord and risk everything for freedom. A thought-provoking exploration of love."
s230,Movie,The Comeback II,Denis Villeneuve,"Gong Yoo, Song Kang-ho, Natalie Portman",Spain,"July 25, 2017",2020,PG,93 min,"Action & Adventure, Comedies","Set against the vivid backdrop of modern Seoul, this gripping drama follows a teacher grappling with survival and an unrelenting search for freedom."
s231,Movie,The Silent Hour Unleashed,Federico Fellini,"Charlize Theron, Joaquin Phoenix, Daniel Kaluuya",Brazil,"May 22, 2019",2000,NR,150 min,"Classic Movies, Dramas","Told across sweeping landscapes of the Arctic, this gripping saga tracks a young woman through loss, survival, and an unexpected battle for justice."
s232,Movie,The Silent Hour,Terrence Malick,"Daniel Kaluuya, Amitabh Bachchan, Gemma Chan",India,"October 9, 2017",2015,G,101 min,"Comedies, Dramas","A critically acclaimed story set in Los Angeles, following a con artist whose life is upended by a shocking murder. When the stakes become personal, they must find the strength to fight for survival."
s233,Movie,Last Stand,François Truffaut,"Deepika Padukone, Lee Byung-hun, Oscar Isaac",Italy,"November 12, 2018",1996,R,86 min,"Anime Features, Action & Adventure","When a sudden revelation shakes the foundations of their life, a exiled prince in modern Seoul discovers that betrayal strikes from within. A gripping journey of revenge and resilience."
s234,Movie,Neon Dreams,Ridley Scott,"Park Bo-gum, Zendaya, Amy Adams",Nigeria,"September 10, 2022",2021,TV-MA,94 min,Stand-Up Comedy,"A pulse-pounding story set in futuristic Mumbai, following a rookie cop whose life is upended by a devastating loss. When everything goes wrong, they must find the strength to fight for the truth."
s235,Movie,Blind Spot : Rising,Ridley Scott,"Park Bo-gum, Denzel Washington, Shah Rukh Khan",Canada,"November 25, 2021",2014,G,93 min,"Horror Movies, International Movies","When a catastrophic accident shakes the foundations of their life, a young woman in futuristic Mumbai discovers that old enemies resurface. A thought-provoking journey of redemption and identity."
s236,Movie,The Promised Land,Alfonso Cuarón,"Brad Pitt, Leonardo DiCaprio, Ali Wong",Brazil,"February 22, 2017",1998,G,92 min,"Horror Movies, International Movies",A rebel leader navigates the dangerous underbelly of a remote island in this emotionally charged thriller where loyalties are tested and survival demands everything.
s237,Movie,The Intruder II,Mike Leigh,"Amy Adams, Zazie Beetz, Leonardo DiCaprio",Australia,"February 16, 2020",1993,TV-MA,116 min,"Dramas, International Movies","In the heart of war-torn Beirut, a grieving mother uncovers a dangerous secret that pulls them into a world of espionage. A heart-wrenching tale of survival and betrayal."
s238,Movie,Heat Wave,Greta Gerwig,"Gong Yoo, Priyanka Chopra, Ali Wong",Japan,"November 17, 2018",2001,NR,141 min,"Sci-Fi & Fantasy, Thrillers","When an unexpected reunion shakes the foundations of their life, a teacher in 1970s New York discovers that old enemies resurface. A heart-wrenching journey of redemption and sanity."
s239,Movie,The Quiet Storm,Ken Loach,"Florence Pugh, Park Bo-gum, Ryan Gosling",Mexico,"August 20, 2019",2010,PG-13,140 min,"Romantic Movies, Dramas","After a catastrophic accident, a single father in futuristic Mumbai is forced to confront a shadowy organization and risk everything for justice. A critically acclaimed exploration of revenge."
s240,Movie,The Revenant Hour : Rising,Ridley Scott,"Meryl Streep, Gong Yoo, Amitabh Bachchan",Nigeria,"January 20, 2021",1998,G,108 min,"Sci-Fi & Fantasy, Action & Adventure","When a devastating loss shakes the foundations of their life, a rookie cop in futuristic Mumbai discovers that everything goes wrong. A pulse-pounding journey of betrayal and humanity."
s241,Movie,Dead Weight,Guillermo del Toro,"Park Bo-gum, Denzel Washington, Ryan Gosling",Italy,"April 8, 2019",2009,TV-MA,81 min,"Music & Musicals, Dramas","After a sudden revelation, a former soldier in a remote island is forced to confront a ruthless crime lord and risk everything for justice. A heart-wrenching exploration of identity."
s242,Movie,Broken Compass Returns,Sofia Coppola,"Lupita Nyong'o, Zazie Beetz, Leonardo DiCaprio",Japan,"July 27, 2020",1997,NR,99 min,"LGBTQ Movies, Dramas","When a shocking murder shakes the foundations of their life, a single father in rural France discovers that the stakes become personal. A visually stunning journey of survival and identity."
s243,Movie,The Inheritance,Bong Joon-ho,"Daniel Kaluuya, Ali Wong, Jun Ji-hyun",United States,"February 17, 2018",2017,R,107 min,"LGBTQ Movies, Dramas","Set against the vivid backdrop of war-torn Beirut, this heart-wrenching drama follows a journalist grappling with revenge and an unrelenting search for redemption."
s244,Movie,Red Line,Christopher Nolan,"Amy Adams, Gong Yoo, Florence Pugh",Japan,"November 13, 2021",2002,TV-MA,141 min,"Sci-Fi & Fantasy, Thrillers","When a devastating loss shakes the foundations of their life, a rookie cop in small-town America discovers that everything goes wrong. A heart-wrenching journey of betrayal and resilience."
s245,Movie,Fault Code Reborn,David Fincher,"Idris Elba, Samuel L. Jackson, Aamir Khan",Japan,"January 21, 2023",2009,PG-13,91 min,Documentaries,"After an unexpected reunion, a con artist in Los Angeles is forced to confront a ruthless crime lord and risk everything for the truth. A heart-wrenching exploration of loyalty."
s246,Movie,The Negotiator,Jean-Luc Godard,"Zazie Beetz, Lee Byung-hun, Joaquin Phoenix",Canada,"August 15, 2017",2011,NR,96 min,"Music & Musicals, Dramas","After a catastrophic accident, a single father in rural France is forced to confront an unstoppable force and risk everything for freedom. A gripping exploration of revenge."
s247,Movie,Killing Time 2,Greta Gerwig,"Meryl Streep, Michael Fassbender, Deepika Padukone",Spain,"August 2, 2022",1990,R,78 min,"Romantic Movies, Dramas","Set against the vivid backdrop of futuristic Mumbai, this heart-wrenching drama follows a journalist grappling with love and an unrelenting search for freedom."
s248,Movie,Crimson Sky,James Cameron,"Jun Ji-hyun, Morgan Freeman, Meryl Streep",Japan,"December 18, 2017",1992,TV-MA,101 min,"Sci-Fi & Fantasy, Thrillers","After a shocking murder, a rogue agent in the Arctic is forced to confront a shadowy organization and risk everything for justice. A emotionally charged exploration of survival."
s249,Movie,Fault Lines Unleashed,Darren Aronofsky,"Dev Patel, Priyanka Chopra, Aamir Khan",South Korea,"March 8, 2019",2015,PG,154 min,"Documentaries, International Movies",A young woman navigates the dangerous underbelly of small-town America in this pulse-pounding thriller where everything goes wrong and survival demands everything.
s250,Movie,Red Line Returns,Jordan Peele,"Deepika Padukone, Ali Wong, Morgan Freeman",Japan,"October 5, 2021",2002,PG-13,87 min,"Dramas, International Movies","After a mysterious disappearance, a surgeon in futuristic Mumbai is forced to confront an unstoppable force and risk everything for their family. A heart-wrenching exploration of redemption."
s251,Movie,The Reckoning,Ava DuVernay,"Lee Byung-hun, Dev Patel, Amy Adams",Mexico,"December 15, 2023",2007,PG,89 min,"Faith & Spirituality, Dramas","Told across sweeping landscapes of modern Seoul, this critically acclaimed saga tracks a single father through loss, survival, and an unexpected battle for freedom."
s252,Movie,White Noise,Spike Lee,"Samuel L. Jackson, Idris Elba, Leonardo DiCaprio",Spain,"August 20, 2022",2013,R,93 min,"Action & Adventure, Comedies",A detective navigates the dangerous underbelly of war-torn Beirut in this darkly comic thriller where the truth comes to light and survival demands everything.
s253,Movie,The Underbelly Returns,Mike Leigh,"Jun Ji-hyun, Ali Wong, Gemma Chan",Canada,"August 11, 2018",2017,G,121 min,"Sports Movies, Dramas","When a shocking murder shakes the foundations of their life, a rebel leader in Tokyo discovers that betrayal strikes from within. A heart-wrenching journey of justice and sanity."
s254,Movie,The Aftermath,Sam Raimi,"Gong Yoo, Michael Fassbender, Zendaya",India,"September 13, 2023",1993,PG-13,94 min,"Documentaries, International Movies","In the heart of small-town America, a unlikely hero uncovers a dangerous secret that pulls them into a world of crime. A gripping tale of redemption and justice."
s255,Movie,Under Pressure,Wes Anderson,"Zendaya, Riz Ahmed, Song Kang-ho",Turkey,"October 25, 2022",1998,R,120 min,"Action & Adventure, International Movies","A heart-wrenching story set in a remote island, following a rookie cop whose life is upended by a sudden revelation. When the stakes become personal, they must find the strength to fight for survival."
s256,Movie,Fog of War Unleashed,Mike Leigh,"Morgan Freeman, Chris Pratt, Steven Yeun",Spain,"December 4, 2020",2013,TV-MA,80 min,"Comedies, Romantic Movies","After a mysterious disappearance, a con artist in rural France is forced to confront a ruthless crime lord and risk everything for their family. A visually stunning exploration of redemption."
s257,Movie,The Promised Land,Hirokazu Kore-eda,"Joaquin Phoenix, Tom Hanks, Zendaya",Germany,"August 24, 2019",2001,PG,85 min,"Music & Musicals, Dramas","A thought-provoking story set in Tokyo, following a surgeon whose life is upended by an unexpected reunion. When the stakes become personal, they must find the strength to fight for their family."
s258,Movie,Heat Wave : Rising,Sofia Coppola,"Julianne Moore, Tilda Swinton, Cate Blanchett",Brazil,"October 20, 2017",2005,PG-13,140 min,"Comedies, Dramas",A detective navigates the dangerous underbelly of rural France in this gripping thriller where the truth comes to light and survival demands everything.
s259,Movie,The Midnight Sun III,Sam Raimi,"Ryan Gosling, Saoirse Ronan, Chris Pratt",Nigeria,"October 10, 2022",2001,NR,128 min,"Dramas, International Movies","Set against the vivid backdrop of 1970s New York, this heart-wrenching drama follows a con artist grappling with identity and an unrelenting search for the truth."
s260,Movie,The Reckoning,Ken Loach,"Zazie Beetz, Viola Davis, Daniel Kaluuya",Australia,"April 17, 2022",2003,G,148 min,"Crime Movies, Thrillers","When an unexpected reunion shakes the foundations of their life, a single father in war-torn Beirut discovers that loyalties are tested. A darkly comic journey of love and sanity."
s261,Movie,Last Stand : Rising,James Wan,"Charlize Theron, Meryl Streep, Zendaya",Brazil,"September 16, 2022",2021,PG,133 min,"Horror Movies, Thrillers",A exiled prince navigates the dangerous underbelly of modern Seoul in this darkly comic thriller where everything goes wrong and survival demands everything.
s262,Movie,The Revenant Hour,Ridley Scott,"Gong Yoo, Tom Hanks, Charlize Theron",Brazil,"December 7, 2019",2006,PG-13,78 min,"Independent Movies, Dramas",A rogue agent navigates the dangerous underbelly of 1970s New York in this gripping thriller where everything goes wrong and survival demands everything.
s263,Movie,The Turning Point Returns,Lynne Ramsay,"Cate Blanchett, Zazie Beetz, Lupita Nyong'o",Mexico,"August 5, 2018",2019,PG-13,138 min,"Classic Movies, Comedies","Set against the vivid backdrop of the Arctic, this gripping drama follows a rebel leader grappling with survival and an unrelenting search for justice."
s264,Movie,Last Breath,Denis Villeneuve,"Lee Byung-hun, Lupita Nyong'o, Song Kang-ho",Nigeria,"September 21, 2023",2000,TV-MA,143 min,"Independent Movies, Dramas","When a devastating loss shakes the foundations of their life, a exiled prince in Tokyo discovers that betrayal strikes from within. A emotionally charged journey of revenge and resilience."
s265,Movie,First Light,Ava DuVernay,"Daniel Kaluuya, Anthony Mackie, Tilda Swinton",South Korea,"March 10, 2017",2013,PG,74 min,"Independent Movies, Dramas","Set against the vivid backdrop of a remote island, this emotionally charged drama follows a rookie cop grappling with love and an unrelenting search for freedom."
s266,Movie,The Last Witness Uncut,Bong Joon-ho,"Jennifer Lawrence, Zendaya, Leonardo DiCaprio",United Kingdom,"December 13, 2023",2023,G,84 min,"Sports Movies, Dramas","After a catastrophic accident, a con artist in war-torn Beirut is forced to confront an unstoppable force and risk everything for the truth. A gripping exploration of identity."
s267,Movie,Crossroads,James Wan,"Dev Patel, Steven Yeun, Anthony Mackie",United Kingdom,"August 25, 2022",1997,PG,104 min,"Action & Adventure, International Movies","After a sudden revelation, a surgeon in the Arctic is forced to confront a corrupt official and risk everything for freedom. A visually stunning exploration of identity."
s268,Movie,Red Signal,Darren Aronofsky,"Cate Blanchett, Brad Pitt, Chris Pratt",United States,"June 20, 2021",2018,PG,76 min,"Dramas, International Movies","A pulse-pounding story set in 1970s New York, following a journalist whose life is upended by a catastrophic accident. When everything goes wrong, they must find the strength to fight for survival."
s269,Movie,Hard Target,Sam Raimi,"Aamir Khan, Deepika Padukone, Song Kang-ho",Italy,"August 25, 2021",1998,NR,81 min,"Anime Features, Action & Adventure","Told across sweeping landscapes of modern Seoul, this critically acclaimed saga tracks a teacher through loss, redemption, and an unexpected battle for survival."
s270,Movie,The Inside Man,Wong Kar-wai,"Zendaya, Morgan Freeman, Michael Fassbender",Italy,"June 28, 2020",2021,G,73 min,"Comedies, Dramas","Told across sweeping landscapes of small-town America, this pulse-pounding saga tracks a single father through loss, betrayal, and an unexpected battle for survival."
s271,Movie,Edge of Tomorrow Unleashed,Spike Lee,"Daniel Kaluuya, Chris Pratt, Denzel Washington",Japan,"September 10, 2020",2015,R,145 min,"Action & Adventure, International Movies",A grieving mother navigates the dangerous underbelly of small-town America in this darkly comic thriller where the stakes become personal and survival demands everything.
s272,Movie,The Turning Point,Greta Gerwig,"John David Washington, Julianne Moore, Lupita Nyong'o",Spain,"October 23, 2023",2021,TV-MA,84 min,"Dramas, International Movies","When a sudden revelation shakes the foundations of their life, a single father in Los Angeles discovers that the stakes become personal. A darkly comic journey of love and courage."
s273,Movie,Hidden Depths,Barry Jenkins,"Chris Pratt, Dev Patel, Ali Wong",Germany,"November 25, 2023",1990,NR,88 min,"Action & Adventure, International Movies","When a sudden revelation shakes the foundations of their life, a young woman in the Arctic discovers that everything goes wrong. A emotionally charged journey of identity and courage."
s274,Movie,Static II,Yorgos Lanthimos,"Steven Yeun, Oscar Isaac, Charlize Theron",Nigeria,"March 13, 2023",2008,PG-13,77 min,"Classic Movies, Dramas","Set against the vivid backdrop of Tokyo, this critically acclaimed drama follows a grieving mother grappling with revenge and an unrelenting search for their family."
s275,Movie,Shadow Play,Francis Ford Coppola,"Adam Driver, Tilda Swinton, Michael Fassbender",Nigeria,"April 18, 2022",2001,PG,130 min,"Sci-Fi & Fantasy, Thrillers","A gripping story set in rural France, following a former soldier whose life is upended by a mysterious disappearance. When the stakes become personal, they must find the strength to fight for their family."
s276,Movie,Dark Passage Reborn,Ingmar Bergman,"Florence Pugh, Steven Yeun, John David Washington",Spain,"November 5, 2023",2016,NR,128 min,"Comedies, Dramas","When a sudden revelation shakes the foundations of their life, a young woman in rural France discovers that betrayal strikes from within. A darkly comic journey of loyalty and identity."
s277,Movie,Fractured,Wong Kar-wai,"Amitabh Bachchan, Viola Davis, Tilda Swinton",Australia,"June 19, 2017",1992,R,142 min,"Classic Movies, Comedies",A surgeon navigates the dangerous underbelly of war-torn Beirut in this thought-provoking thriller where old enemies resurface and survival demands everything.
s278,Movie,Shattered,James Wan,"Daniel Kaluuya, Zendaya, Anthony Mackie",Turkey,"September 21, 2023",2009,G,148 min,"Music & Musicals, Dramas",A single father navigates the dangerous underbelly of the Arctic in this darkly comic thriller where betrayal strikes from within and survival demands everything.
s279,Movie,Cracked Mirror,Lars von Trier,"Michael Fassbender, Jun Ji-hyun, Dev Patel",United States,"October 26, 2019",1993,R,150 min,"Classic Movies, Dramas","A pulse-pounding story set in Los Angeles, following a teacher whose life is upended by a catastrophic accident. When betrayal strikes from within, they must find the strength to fight for the truth."
s280,Movie,Hidden Depths 2,Wes Anderson,"Joaquin Phoenix, Amitabh Bachchan, Natalie Portman",Germany,"February 24, 2021",2001,NR,145 min,"Children & Family Movies, Comedies","In the heart of futuristic Mumbai, a con artist uncovers a dangerous secret that pulls them into a world of supernatural mystery. A gripping tale of love and betrayal."
s281,Movie,Point of No Return,Steven Soderbergh,"Lee Byung-hun, Charlize Theron, Cate Blanchett",India,"August 22, 2022",2000,TV-MA,96 min,"Anime Features, Action & Adventure","In the heart of a remote island, a journalist uncovers a dangerous secret that pulls them into a world of political intrigue. A emotionally charged tale of justice and survival."
s282,Movie,No Man's Land II,Greta Gerwig,"Awkwafina, Priyanka Chopra, Oscar Isaac",Nigeria,"July 17, 2017",2008,R,127 min,"Documentaries, International Movies","Told across sweeping landscapes of war-torn Beirut, this visually stunning saga tracks a single father through loss, identity, and an unexpected battle for their family."
s283,Movie,The Fugitive,James Wan,"Aamir Khan, Tom Hanks, Denzel Washington",United States,"December 22, 2018",2002,PG-13,136 min,"Documentaries, International Movies","A heart-wrenching story set in futuristic Mumbai, following a scientist whose life is upended by a mysterious disappearance. When the stakes become personal, they must find the strength to fight for freedom."
